conversation_id,turn_index,role,content,tags,source_section,content_normalized
conv_disc_04,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_04,1,user,ما المخالفة والعقوبات في **البند رقم 4** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 4** من جدول الجزاءات؟
conv_disc_04,2,assistant,يُرجى الرجوع إلى **البند رقم 4** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 4** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_05,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_05,1,user,ما المخالفة والعقوبات في **البند رقم 5** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 5** من جدول الجزاءات؟
conv_disc_05,2,assistant,يُرجى الرجوع إلى **البند رقم 5** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 5** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_06,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_06,1,user,ما المخالفة والعقوبات في **البند رقم 6** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 6** من جدول الجزاءات؟
conv_disc_06,2,assistant,يُرجى الرجوع إلى **البند رقم 6** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 6** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_07,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_07,1,user,ما المخالفة والعقوبات في **البند رقم 7** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 7** من جدول الجزاءات؟
conv_disc_07,2,assistant,يُرجى الرجوع إلى **البند رقم 7** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 7** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_08,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_08,1,user,ما المخالفة والعقوبات في **البند رقم 8** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 8** من جدول الجزاءات؟
conv_disc_08,2,assistant,يُرجى الرجوع إلى **البند رقم 8** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 8** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_09,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_09,1,user,ما المخالفة والعقوبات في **البند رقم 9** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 9** من جدول الجزاءات؟
conv_disc_09,2,assistant,يُرجى الرجوع إلى **البند رقم 9** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 9** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_10,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_10,1,user,ما المخالفة والعقوبات في **البند رقم 10** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 10** من جدول الجزاءات؟
conv_disc_10,2,assistant,يُرجى الرجوع إلى **البند رقم 10** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 10** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_11,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_11,1,user,ما المخالفة والعقوبات في **البند رقم 11** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 11** من جدول الجزاءات؟
conv_disc_11,2,assistant,يُرجى الرجوع إلى **البند رقم 11** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 11** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_12,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_12,1,user,ما المخالفة والعقوبات في **البند رقم 12** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 12** من جدول الجزاءات؟
conv_disc_12,2,assistant,يُرجى الرجوع إلى **البند رقم 12** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 12** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_13,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_13,1,user,ما المخالفة والعقوبات في **البند رقم 13** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 13** من جدول الجزاءات؟
conv_disc_13,2,assistant,يُرجى الرجوع إلى **البند رقم 13** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 13** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_14,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_14,1,user,ما المخالفة والعقوبات في **البند رقم 14** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 14** من جدول الجزاءات؟
conv_disc_14,2,assistant,يُرجى الرجوع إلى **البند رقم 14** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 14** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_15,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_15,1,user,ما المخالفة والعقوبات في **البند رقم 15** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 15** من جدول الجزاءات؟
conv_disc_15,2,assistant,يُرجى الرجوع إلى **البند رقم 15** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 15** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_16,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_16,1,user,ما المخالفة والعقوبات في **البند رقم 16** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 16** من جدول الجزاءات؟
conv_disc_16,2,assistant,يُرجى الرجوع إلى **البند رقم 16** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 16** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_17,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_17,1,user,ما المخالفة والعقوبات في **البند رقم 17** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 17** من جدول الجزاءات؟
conv_disc_17,2,assistant,يُرجى الرجوع إلى **البند رقم 17** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 17** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_18,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_18,1,user,ما المخالفة والعقوبات في **البند رقم 18** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 18** من جدول الجزاءات؟
conv_disc_18,2,assistant,يُرجى الرجوع إلى **البند رقم 18** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 18** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_19,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_19,1,user,ما المخالفة والعقوبات في **البند رقم 19** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 19** من جدول الجزاءات؟
conv_disc_19,2,assistant,يُرجى الرجوع إلى **البند رقم 19** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 19** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_20,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_20,1,user,ما المخالفة والعقوبات في **البند رقم 20** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 20** من جدول الجزاءات؟
conv_disc_20,2,assistant,يُرجى الرجوع إلى **البند رقم 20** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 20** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_21,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_21,1,user,ما المخالفة والعقوبات في **البند رقم 21** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 21** من جدول الجزاءات؟
conv_disc_21,2,assistant,يُرجى الرجوع إلى **البند رقم 21** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 21** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_22,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_22,1,user,ما المخالفة والعقوبات في **البند رقم 22** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 22** من جدول الجزاءات؟
conv_disc_22,2,assistant,يُرجى الرجوع إلى **البند رقم 22** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 22** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_23,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_23,1,user,ما المخالفة والعقوبات في **البند رقم 23** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 23** من جدول الجزاءات؟
conv_disc_23,2,assistant,يُرجى الرجوع إلى **البند رقم 23** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 23** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_24,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
